id,product,amount,region
2805,Doohickey,2204.7,South
2806,Gadget,4814.18,South
2807,Gadget,3026.97,West
2808,Doohickey,165.82,East
2809,Doohickey,128.37,West
2810,Thingmajig,2067.93,South
2811,Widget,1169.5,West
2812,Widget,4400.33,South
2813,Gadget,3749.2,West
2814,Widget,2216.58,West
2815,Widget,4282.67,West
2816,Doohickey,2883.88,East
2817,Gadget,404.1,North
2818,Gadget,3396.25,West
2819,Doohickey,622.19,West
2820,Doohickey,3337.28,East
2821,Widget,4328.78,West
2822,Widget,4370.81,South
2823,Widget,226.76,North
2824,Gadget,1347.46,South
2825,Widget,571.97,North
2826,Widget,4897.85,South
2827,Gadget,1489.34,West
2828,Doohickey,4332.64,West
2829,Doohickey,479.87,West
2830,Widget,2721.66,North
2831,Gadget,2637.49,East
2832,Widget,4967.59,West
2833,Doohickey,2744.61,South
2834,Widget,4309.41,South
2835,Thingmajig,795.07,West
2836,Gadget,2173.43,East
2837,Thingmajig,1556.06,South
2838,Doohickey,3182.47,North
2839,Doohickey,4171.7,West
2840,Gadget,542.93,East
2841,Thingmajig,2870.32,East
2842,Doohickey,2933.62,North
2843,Doohickey,2250.83,South
2844,Doohickey,782.17,East
2845,Widget,618.26,West
2846,Doohickey,1952.92,South
2847,Widget,4260.95,North
2848,Doohickey,178.08,South
2849,Widget,1724.89,West
2850,Widget,218.72,North
2851,Widget,809.44,West
2852,Thingmajig,4857.95,East
2853,Thingmajig,3163.1,East
2854,Widget,2364.91,South
2855,Doohickey,4319.55,West
2856,Doohickey,534.04,North
2857,Thingmajig,1566.93,South
2858,Thingmajig,4625.26,North
2859,Thingmajig,1509.16,South
2860,Doohickey,1486.08,West
2861,Widget,2228.5,South
2862,Gadget,3245.58,South
2863,Thingmajig,615.34,South
2864,Widget,2286.81,West
2865,Gadget,3873.42,East
2866,Doohickey,3333.32,West
2867,Doohickey,4009.43,South
2868,Thingmajig,1953.31,North
2869,Widget,3293.19,North
2870,Doohickey,2815.89,North
2871,Thingmajig,4643.99,East
2872,Widget,4894.82,West
2873,Widget,2897.17,West
2874,Doohickey,1320.9,East
2875,Gadget,2416.48,North
2876,Gadget,3822.18,East
2877,Thingmajig,692.58,West
2878,Gadget,3326.56,North
2879,Thingmajig,4308.78,South
2880,Doohickey,1308.19,North
2881,Thingmajig,4696.95,East
2882,Widget,3198.17,South
2883,Gadget,1939.57,East
2884,Gadget,1913.68,West
2885,Thingmajig,2805.91,South
2886,Gadget,4951.26,East
2887,Widget,2906.92,East
2888,Doohickey,2179.77,North
2889,Widget,940.76,South
2890,Thingmajig,1530.57,South
2891,Gadget,376.66,South
2892,Doohickey,2327.92,West
2893,Gadget,4247.15,North
2894,Gadget,603.39,West
2895,Thingmajig,4929.48,West
2896,Widget,808.08,North
2897,Thingmajig,195.23,South
2898,Thingmajig,251.14,West
2899,Thingmajig,4114.02,East
2900,Thingmajig,1206.08,South
2901,Gadget,1678.0,North
2902,Widget,2083.35,North
2903,Gadget,1727.81,North
2904,Gadget,2514.07,North
2905,Widget,3526.73,West
2906,Widget,2833.41,East
2907,Doohickey,2816.06,South
2908,Widget,3178.57,North
2909,Thingmajig,4672.49,East
2910,Thingmajig,4956.72,South
2911,Widget,3739.68,West
2912,Doohickey,1192.47,South
2913,Gadget,945.49,West
2914,Gadget,3385.54,West
2915,Gadget,2189.82,West
2916,Doohickey,3957.88,South
2917,Doohickey,4045.07,North
2918,Gadget,1914.32,South
2919,Widget,3122.5,West
2920,Widget,3633.63,North
2921,Widget,773.64,East
2922,Doohickey,2915.49,South
2923,Doohickey,2129.17,North
2924,Gadget,4940.01,South
2925,Doohickey,4745.08,North
2926,Thingmajig,2839.26,North
2927,Widget,1092.46,North
2928,Thingmajig,2090.71,West
2929,Gadget,2792.49,North
2930,Doohickey,2141.95,East
2931,Doohickey,3592.56,East
2932,Gadget,739.75,North
2933,Thingmajig,3183.71,West
2934,Gadget,3042.01,South
2935,Thingmajig,2197.05,South
2936,Widget,1932.22,North
2937,Thingmajig,4988.28,West
2938,Doohickey,1503.92,North
2939,Widget,651.86,East
2940,Widget,2315.16,East
2941,Widget,1076.55,South
2942,Thingmajig,3689.54,North
2943,Widget,3396.43,South
2944,Thingmajig,4907.45,North
2945,Widget,565.58,West
2946,Thingmajig,1035.95,North
2947,Thingmajig,3887.56,West
2948,Thingmajig,216.23,East
2949,Widget,1697.79,South
2950,Doohickey,2379.7,North
2951,Gadget,1315.39,North
2952,Widget,1034.41,East
2953,Thingmajig,3754.68,West
2954,Doohickey,1032.29,West
2955,Doohickey,4956.25,East
2956,Doohickey,1572.57,North
2957,Gadget,2105.97,South
2958,Doohickey,3066.64,West
2959,Doohickey,54.96,South
2960,Gadget,3471.45,South
2961,Thingmajig,3055.31,South
2962,Widget,1564.25,West
2963,Widget,3349.87,North
2964,Thingmajig,3151.31,East
2965,Doohickey,1923.04,South
2966,Thingmajig,639.71,East
2967,Gadget,1733.43,East
2968,Gadget,1312.74,West
2969,Gadget,3449.62,North
2970,Widget,406.06,North
2971,Doohickey,770.69,East
2972,Thingmajig,3536.3,North
2973,Gadget,3797.91,South
2974,Doohickey,4936.59,West
2975,Widget,1571.09,West
2976,Gadget,2928.41,East
2977,Gadget,4544.88,East
2978,Gadget,4776.9,North
2979,Doohickey,2588.55,West
2980,Thingmajig,635.84,North
2981,Gadget,1492.69,South
2982,Doohickey,346.82,West
2983,Thingmajig,4433.04,East
2984,Gadget,2206.08,South
2985,Doohickey,3295.56,North
2986,Doohickey,4968.67,North
2987,Doohickey,545.34,North
2988,Doohickey,4382.03,South
2989,Doohickey,526.02,East
2990,Doohickey,1133.61,West
2991,Gadget,2807.67,South
2992,Thingmajig,188.07,East
2993,Widget,4691.78,North
2994,Thingmajig,2675.87,West
2995,Gadget,1534.06,East
2996,Gadget,4619.37,West
2997,Doohickey,2801.34,South
2998,Doohickey,149.97,East
2999,Thingmajig,2418.8,South
3000,Widget,3957.48,West
3001,Doohickey,3292.63,North
3002,Widget,3843.46,West
3003,Doohickey,4520.53,West
3004,Gadget,3892.09,West
3005,Widget,3181.0,South
3006,Thingmajig,3047.41,North
3007,Widget,3933.34,South
3008,Gadget,3621.0,East
3009,Thingmajig,3081.15,South
3010,Widget,4007.97,East
3011,Doohickey,1916.5,South
3012,Widget,2229.44,North
3013,Doohickey,3589.76,East
3014,Doohickey,1041.28,East
3015,Widget,3143.3,North
3016,Gadget,2775.67,North
3017,Gadget,3730.01,North
3018,Thingmajig,101.15,East
3019,Thingmajig,895.5,East
3020,Gadget,3608.42,South
3021,Thingmajig,4898.54,North
3022,Widget,263.7,North
3023,Doohickey,3265.02,East
3024,Thingmajig,676.24,South
3025,Doohickey,1413.7,West
3026,Doohickey,2262.76,West
3027,Gadget,854.44,South
3028,Doohickey,4343.35,West
3029,Doohickey,183.4,South
3030,Thingmajig,1516.24,East
3031,Doohickey,4828.48,West
3032,Widget,1693.06,South
3033,Widget,2346.98,East
3034,Gadget,1039.1,South
3035,Gadget,2848.25,East
3036,Thingmajig,507.6,South
3037,Gadget,1334.22,East
3038,Doohickey,2625.75,East
3039,Thingmajig,4955.87,South
3040,Widget,3580.7,West
3041,Gadget,4370.87,South
3042,Gadget,3431.7,West
3043,Thingmajig,1479.78,West
3044,Doohickey,1524.9,West
3045,Gadget,1295.11,West
3046,Thingmajig,1194.67,East
3047,Thingmajig,3905.26,South
3048,Widget,176.2,South
3049,Thingmajig,79.82,East
3050,Gadget,2034.33,South
3051,Widget,2299.34,South
3052,Gadget,1748.38,South
3053,Thingmajig,2771.88,South
3054,Gadget,1198.26,North
3055,Gadget,4529.53,North
3056,Doohickey,3460.11,South
3057,Doohickey,2322.89,North
3058,Doohickey,616.18,North
3059,Doohickey,3849.11,West
3060,Gadget,1067.32,East
3061,Gadget,2388.77,South
3062,Thingmajig,3032.76,West
3063,Doohickey,1938.83,North
3064,Gadget,490.94,West
3065,Doohickey,3766.59,East
3066,Doohickey,1874.32,West
3067,Widget,1063.5,North
3068,Doohickey,1407.61,North
3069,Gadget,1802.84,West
3070,Thingmajig,4568.06,North
3071,Thingmajig,418.42,North
3072,Gadget,4480.73,West
3073,Doohickey,3229.67,East
3074,Widget,797.81,North
3075,Gadget,2366.34,North
3076,Thingmajig,3791.62,East
3077,Thingmajig,4930.69,North
3078,Widget,1894.18,South
3079,Widget,4144.18,East
3080,Widget,2357.11,East
3081,Doohickey,2943.25,West
3082,Widget,3640.43,West
3083,Gadget,4920.91,South
3084,Doohickey,406.12,South
3085,Gadget,1433.61,West
3086,Doohickey,2724.35,West
3087,Doohickey,3498.54,South
3088,Doohickey,2664.8,West
3089,Gadget,3651.41,South
3090,Thingmajig,2628.65,North
3091,Widget,109.96,East
3092,Doohickey,4607.45,West
3093,Thingmajig,2782.21,North
3094,Widget,246.79,North
3095,Gadget,3524.98,South
3096,Widget,2347.75,East
3097,Widget,1458.59,South
3098,Widget,3505.79,North
3099,Gadget,4686.4,North
3100,Widget,3114.97,South
3101,Gadget,3166.63,South
3102,Doohickey,4421.06,North
3103,Thingmajig,2280.28,West
3104,Thingmajig,1084.37,South
3105,Doohickey,2852.89,West
3106,Widget,1919.75,North
3107,Gadget,4016.27,East
3108,Doohickey,3846.33,South
3109,Widget,3562.92,North
3110,Doohickey,2785.32,East
3111,Doohickey,3976.0,East
3112,Widget,1271.49,South
3113,Widget,1599.64,North
3114,Widget,4984.07,South
3115,Doohickey,2728.73,South
3116,Widget,287.57,East
3117,Doohickey,3803.51,West
3118,Widget,199.38,North
3119,Thingmajig,3106.5,East
3120,Doohickey,4929.34,North
3121,Gadget,894.88,West
3122,Doohickey,2802.53,East
3123,Widget,2557.64,East
3124,Doohickey,1211.71,North
3125,Doohickey,3145.75,East
3126,Thingmajig,900.86,East
3127,Widget,2090.13,North
3128,Doohickey,3303.4,North
3129,Doohickey,3721.82,South
3130,Gadget,1113.99,East
3131,Doohickey,1391.34,North
3132,Widget,3815.81,West
3133,Gadget,3446.81,West
3134,Doohickey,2670.62,West
3135,Gadget,2810.93,North
3136,Widget,580.45,East
3137,Widget,1607.92,East
3138,Widget,1921.44,West
3139,Doohickey,265.57,North
3140,Doohickey,64.24,East
3141,Thingmajig,4737.45,South
3142,Gadget,2896.13,South
3143,Doohickey,1154.34,North
3144,Doohickey,1315.11,North
3145,Gadget,4528.27,North
3146,Doohickey,1221.08,East
3147,Thingmajig,3410.22,West
3148,Thingmajig,3529.26,North
3149,Doohickey,2287.27,South
3150,Widget,4269.54,West
3151,Doohickey,3095.74,West
3152,Doohickey,1751.87,North
3153,Thingmajig,3582.04,South
3154,Gadget,2831.22,South
3155,Thingmajig,1002.92,North
3156,Widget,3777.79,South
3157,Doohickey,1268.1,North
3158,Widget,627.91,North
3159,Widget,393.08,West
3160,Gadget,675.52,South
3161,Doohickey,900.53,West
3162,Gadget,2128.91,West
3163,Widget,300.83,West
3164,Gadget,767.3,East
3165,Doohickey,299.08,West
3166,Widget,906.99,East
3167,Doohickey,3111.12,North
3168,Gadget,3326.44,West
3169,Thingmajig,188.61,West
3170,Widget,4867.32,North
3171,Doohickey,2349.58,West
3172,Thingmajig,237.27,North
3173,Widget,1781.54,South
3174,Thingmajig,4582.45,South
3175,Widget,2105.92,North
3176,Widget,4976.45,East
3177,Thingmajig,631.62,South
3178,Widget,1926.73,North
3179,Thingmajig,1704.18,North
3180,Thingmajig,2159.92,South
3181,Gadget,2214.42,South
3182,Doohickey,3177.91,North
3183,Gadget,2017.65,West
3184,Gadget,3592.48,East
3185,Doohickey,4546.72,West
3186,Widget,1421.84,South
3187,Widget,3899.81,North
3188,Widget,2867.98,South
3189,Thingmajig,2723.87,West
3190,Gadget,3353.73,East
3191,Gadget,1555.35,North
3192,Gadget,4251.49,East
3193,Doohickey,2566.63,West
3194,Doohickey,863.54,West
3195,Gadget,2441.62,East
3196,Gadget,2353.07,South
3197,Widget,4319.06,North
3198,Widget,1397.49,North
3199,Thingmajig,3119.88,West
3200,Gadget,1723.57,North
3201,Thingmajig,3135.33,South
3202,Thingmajig,4053.29,South
3203,Widget,914.03,North
3204,Doohickey,2020.42,North
3205,Gadget,4875.62,North
3206,Doohickey,4315.31,West
3207,Thingmajig,1991.89,South
3208,Doohickey,1119.44,South
3209,Thingmajig,1104.78,East
3210,Gadget,4244.07,East
3211,Doohickey,3932.8,West
3212,Thingmajig,2191.41,North
3213,Doohickey,4630.16,West
3214,Doohickey,3189.26,North
3215,Doohickey,3867.55,South
3216,Gadget,4066.38,West
3217,Doohickey,4848.47,South
3218,Thingmajig,209.21,North
3219,Thingmajig,518.57,West
3220,Doohickey,3501.88,West
3221,Thingmajig,3037.64,West
3222,Doohickey,2852.52,East
3223,Doohickey,1576.08,West
3224,Gadget,2436.95,East
3225,Gadget,2515.05,East
3226,Gadget,4999.5,West
3227,Thingmajig,946.87,East
3228,Gadget,1607.67,West
3229,Doohickey,243.09,North
3230,Widget,3354.59,East
3231,Gadget,2633.69,South
3232,Gadget,148.11,North
3233,Gadget,544.37,South
3234,Gadget,601.25,West
3235,Widget,4408.89,South
3236,Gadget,3721.79,South
3237,Widget,2133.1,North
3238,Doohickey,625.08,South
3239,Doohickey,3544.9,West
3240,Thingmajig,126.36,West
3241,Doohickey,3129.32,South
3242,Doohickey,4231.88,North
3243,Thingmajig,1192.07,South
3244,Thingmajig,814.91,North
3245,Widget,3418.46,West
3246,Gadget,4921.43,North
3247,Thingmajig,2926.54,East
3248,Doohickey,1602.83,South
3249,Widget,2727.19,East
3250,Gadget,1690.2,North
3251,Thingmajig,1872.26,South
3252,Gadget,886.62,East
3253,Thingmajig,1210.45,West
3254,Widget,2662.41,South
3255,Widget,3118.05,East
3256,Doohickey,1364.05,West
3257,Gadget,2141.38,East
3258,Gadget,3518.11,East
3259,Thingmajig,1337.83,West
3260,Widget,1969.4,North
3261,Widget,4266.57,East
3262,Widget,2338.8,North
3263,Gadget,3925.16,North
3264,Gadget,4324.07,East
3265,Doohickey,2406.94,North
3266,Widget,4571.56,South
3267,Doohickey,2189.56,South
3268,Gadget,1111.85,South
3269,Doohickey,2521.53,North
3270,Thingmajig,1767.97,West
3271,Doohickey,2330.17,South
3272,Widget,1854.65,West
3273,Thingmajig,266.33,East
3274,Doohickey,2321.21,South
3275,Thingmajig,4679.02,South
3276,Thingmajig,1216.02,West
3277,Widget,935.85,South
3278,Doohickey,679.79,North
3279,Widget,717.66,West
3280,Gadget,3033.33,North
3281,Thingmajig,4528.5,West
3282,Thingmajig,4516.49,North
3283,Doohickey,1639.64,East
3284,Doohickey,1259.09,East
3285,Widget,1334.58,West
3286,Widget,2896.04,West
3287,Gadget,4910.48,South
3288,Doohickey,188.97,South
3289,Doohickey,756.53,West
3290,Thingmajig,4160.12,West
3291,Thingmajig,1890.65,South
3292,Widget,2196.73,East
3293,Doohickey,4356.23,North
3294,Thingmajig,955.29,South
3295,Gadget,3193.92,East
3296,Doohickey,2598.69,East
3297,Gadget,1438.34,South
3298,Thingmajig,4490.53,East
3299,Thingmajig,2197.54,South
3300,Widget,439.44,North
3301,Doohickey,4997.64,West
3302,Gadget,511.62,West
3303,Widget,2582.1,West
3304,Gadget,2997.0,North
3305,Widget,2738.18,East
3306,Thingmajig,3618.16,East
3307,Thingmajig,889.02,West
3308,Doohickey,4874.02,East
3309,Widget,343.14,East
3310,Thingmajig,352.53,South
3311,Doohickey,866.17,East
3312,Gadget,1459.93,West
3313,Widget,1906.99,South
3314,Widget,4512.64,East
3315,Doohickey,2230.84,South
3316,Doohickey,128.67,West
3317,Thingmajig,2002.53,North
3318,Doohickey,803.7,East
3319,Thingmajig,1190.4,South
3320,Gadget,1154.01,East
3321,Thingmajig,2292.75,East
3322,Thingmajig,4691.81,North
3323,Doohickey,638.72,East
3324,Doohickey,3862.97,East
3325,Gadget,2389.85,North
3326,Gadget,1409.77,West
3327,Gadget,1457.31,West
3328,Widget,1653.4,South
3329,Doohickey,3772.28,North
3330,Thingmajig,1958.53,East
3331,Thingmajig,1452.52,South
3332,Thingmajig,4024.36,North
3333,Gadget,832.07,South
3334,Gadget,3937.87,East
3335,Doohickey,1748.29,North
3336,Thingmajig,218.56,East
3337,Widget,2240.59,East
3338,Gadget,3239.54,West
3339,Gadget,3605.79,South
3340,Doohickey,4484.22,North
3341,Widget,3360.18,West
3342,Doohickey,3612.25,East
3343,Gadget,533.6,South
3344,Widget,3365.2,North
3345,Thingmajig,1483.9,East
3346,Gadget,668.06,North
3347,Doohickey,236.41,West
3348,Thingmajig,3303.6,North
3349,Widget,944.31,South
3350,Thingmajig,3033.74,East
3351,Gadget,521.89,South
3352,Doohickey,2842.99,North
3353,Doohickey,2912.54,West
3354,Thingmajig,509.73,South
3355,Thingmajig,2502.26,West
3356,Doohickey,3663.63,West
3357,Thingmajig,2115.31,East
3358,Gadget,773.64,East
3359,Thingmajig,4132.97,East
3360,Widget,3604.21,North
3361,Doohickey,2950.0,West
3362,Widget,2504.66,East
3363,Widget,3124.63,West
3364,Doohickey,1857.06,West
3365,Widget,4603.76,South
3366,Doohickey,3152.71,North
3367,Doohickey,3709.16,South
3368,Doohickey,3763.0,East
3369,Gadget,4092.3,South
3370,Gadget,1841.24,South
3371,Gadget,3163.27,South
3372,Doohickey,2079.53,North
3373,Doohickey,581.22,East
3374,Gadget,2146.53,East
3375,Widget,1616.36,East
3376,Gadget,1734.8,North
3377,Gadget,440.48,East
3378,Gadget,1584.7,South
3379,Thingmajig,2028.75,North
3380,Gadget,1039.66,East
3381,Thingmajig,2229.22,South
3382,Doohickey,511.94,West
3383,Gadget,3795.75,North
3384,Thingmajig,3539.1,North
3385,Doohickey,2191.12,North
3386,Thingmajig,4217.37,South
3387,Gadget,1437.83,North
3388,Widget,1380.63,West
3389,Doohickey,1477.75,South
3390,Thingmajig,3812.39,East
3391,Gadget,1448.4,East
3392,Gadget,2533.85,West
3393,Doohickey,786.74,South
3394,Thingmajig,4262.65,South
3395,Widget,1765.71,North
3396,Gadget,2952.16,South
3397,Gadget,3071.45,West
3398,Thingmajig,1464.68,East
3399,Doohickey,3347.94,West
3400,Thingmajig,2793.56,South
3401,Widget,430.04,East
3402,Doohickey,3584.03,West
3403,Widget,4685.36,North
3404,Widget,4172.8,South
3405,Doohickey,872.49,South
3406,Gadget,3499.3,North
3407,Gadget,1074.79,West
3408,Gadget,73.59,East
3409,Doohickey,3900.69,East
3410,Thingmajig,335.81,West
3411,Gadget,268.66,West
3412,Gadget,1254.86,North
3413,Widget,3386.7,West
3414,Widget,61.79,North
3415,Doohickey,1431.27,West
3416,Gadget,2581.58,South
3417,Gadget,3327.54,West
3418,Gadget,3133.08,North
3419,Thingmajig,4918.44,South
3420,Gadget,4234.32,West
3421,Doohickey,2748.85,East
3422,Gadget,3376.88,South
3423,Widget,1000.31,East
3424,Doohickey,3513.82,South
3425,Widget,4355.33,East
3426,Doohickey,2674.72,East
3427,Thingmajig,616.82,North
3428,Widget,1811.47,West
3429,Thingmajig,1801.92,West
3430,Thingmajig,4416.97,North
3431,Doohickey,2870.48,North
3432,Thingmajig,2108.46,East
3433,Thingmajig,1340.13,North
3434,Doohickey,610.66,West
3435,Gadget,1783.16,East
3436,Gadget,4875.15,West
3437,Thingmajig,3109.68,South
3438,Thingmajig,585.74,North
3439,Thingmajig,4137.93,West
3440,Thingmajig,3483.95,South
3441,Doohickey,4525.74,South
3442,Gadget,1071.72,South
3443,Doohickey,3811.37,East
3444,Thingmajig,2935.99,East
3445,Gadget,2831.79,West
3446,Thingmajig,4711.58,East
3447,Widget,4764.2,North
3448,Doohickey,3186.45,West
3449,Widget,2614.81,North
3450,Doohickey,1294.08,West
3451,Doohickey,2452.18,North
3452,Thingmajig,2800.26,West
3453,Doohickey,3165.33,South
3454,Gadget,1998.82,West
3455,Widget,1263.12,North
3456,Thingmajig,733.72,North
3457,Widget,94.9,East
3458,Gadget,4527.68,South
3459,Thingmajig,4855.51,North
3460,Widget,2996.08,West
3461,Doohickey,2776.0,North
3462,Thingmajig,3341.8,North
3463,Gadget,2874.71,North
3464,Thingmajig,2159.67,West
3465,Widget,998.17,East
3466,Doohickey,2901.27,East
3467,Widget,4535.85,West
3468,Doohickey,3321.96,East
3469,Widget,4889.95,North
3470,Gadget,4883.57,West
3471,Doohickey,2726.91,East
3472,Gadget,2063.41,North
3473,Gadget,3365.39,West
3474,Widget,4927.3,East
3475,Doohickey,4201.17,West
3476,Thingmajig,2644.52,South
3477,Thingmajig,712.42,East
3478,Gadget,4065.97,West
3479,Widget,2347.42,South
3480,Thingmajig,4781.6,South
3481,Gadget,2188.3,North
3482,Widget,1656.42,North
3483,Doohickey,3691.75,West
3484,Gadget,3478.17,South
3485,Thingmajig,859.46,South
3486,Thingmajig,4849.18,West
3487,Widget,3254.22,East
3488,Gadget,2029.67,West
3489,Thingmajig,1802.09,South
3490,Doohickey,4645.66,West
3491,Gadget,4553.47,East
3492,Widget,2067.46,West
3493,Thingmajig,2483.82,North
3494,Thingmajig,3897.91,West
3495,Thingmajig,3571.47,East
3496,Thingmajig,1009.52,East
3497,Doohickey,173.38,East
3498,Thingmajig,2118.34,West
3499,Gadget,1401.34,West
3500,Widget,229.16,East
3501,Doohickey,4038.29,North
3502,Doohickey,3613.64,East
3503,Thingmajig,769.48,West
3504,Widget,4721.16,North
3505,Widget,866.7,North
3506,Gadget,2475.88,West
3507,Gadget,693.54,South
3508,Thingmajig,3749.55,North
3509,Thingmajig,2096.95,East
3510,Doohickey,182.26,West
3511,Gadget,4388.52,South
3512,Thingmajig,1842.03,North
3513,Doohickey,2689.68,North
3514,Widget,2434.3,North
3515,Gadget,3241.88,East
3516,Doohickey,190.11,South
3517,Thingmajig,4868.91,South
3518,Widget,1579.0,West
3519,Doohickey,3986.36,West
3520,Thingmajig,1246.83,South
3521,Widget,1540.8,North
3522,Widget,3559.32,East
3523,Thingmajig,1870.21,East
3524,Doohickey,397.8,West
3525,Widget,2590.53,West
3526,Thingmajig,3389.43,South
3527,Thingmajig,3682.48,West
3528,Gadget,2356.26,North
3529,Thingmajig,1397.25,East
3530,Gadget,1678.48,East
3531,Widget,1562.06,East
3532,Gadget,1612.67,East
3533,Thingmajig,331.17,West
3534,Widget,1626.47,North
3535,Gadget,2950.78,West
3536,Gadget,1072.21,North
3537,Doohickey,4278.05,North
3538,Doohickey,1781.33,South
3539,Thingmajig,173.43,North
3540,Doohickey,2943.22,West
3541,Gadget,3160.75,North
3542,Widget,73.51,South
3543,Thingmajig,4592.63,East
3544,Widget,860.08,East
3545,Thingmajig,4510.29,North
3546,Thingmajig,4068.7,South
3547,Widget,1811.37,South
3548,Gadget,3675.52,South
3549,Widget,4464.72,South
3550,Gadget,519.26,North
3551,Gadget,4463.68,South
3552,Doohickey,2134.32,East
3553,Thingmajig,3516.76,South
3554,Doohickey,420.8,South
3555,Doohickey,3497.4,West
3556,Widget,2206.58,West
3557,Doohickey,3033.07,North
3558,Doohickey,1404.92,West
3559,Thingmajig,4607.05,South
3560,Gadget,2923.9,West
3561,Gadget,2077.01,South
3562,Gadget,4236.29,West
3563,Widget,1242.37,North
3564,Thingmajig,861.8,East
3565,Doohickey,728.69,West
3566,Thingmajig,947.58,East
3567,Gadget,2264.49,South
3568,Gadget,1564.91,South
3569,Gadget,939.78,North
3570,Gadget,2493.64,East
3571,Gadget,951.51,North
3572,Widget,2531.5,East
3573,Widget,2411.11,East
3574,Widget,690.76,South
3575,Widget,3364.66,North
3576,Thingmajig,2139.04,South
3577,Gadget,4019.05,North
3578,Widget,3129.17,West
3579,Doohickey,2061.92,South
3580,Gadget,1016.82,South
3581,Thingmajig,2286.74,East
3582,Widget,3539.19,East
3583,Doohickey,213.18,South
3584,Doohickey,2545.48,South
3585,Widget,2447.45,South
3586,Thingmajig,4987.69,West
3587,Widget,4264.89,West
3588,Doohickey,4242.21,South
3589,Doohickey,1241.34,West
3590,Doohickey,1841.0,West
3591,Thingmajig,1000.54,West
3592,Widget,1525.81,South
3593,Thingmajig,3815.88,East
3594,Gadget,503.2,North
3595,Thingmajig,91.85,North
3596,Widget,4469.17,North
3597,Gadget,1204.67,North
3598,Thingmajig,2456.67,East
3599,Thingmajig,822.06,South
3600,Thingmajig,2310.19,South
3601,Widget,1150.69,East
3602,Gadget,1134.96,South
3603,Thingmajig,4087.25,West
3604,Doohickey,4176.64,West
3605,Doohickey,329.93,East
3606,Thingmajig,259.06,East
3607,Doohickey,748.23,South
3608,Gadget,912.15,South
3609,Doohickey,1401.07,East
3610,Doohickey,1044.57,West
3611,Gadget,1145.71,West
3612,Doohickey,1341.86,East
3613,Gadget,3184.44,West
3614,Gadget,4807.84,South
3615,Gadget,2143.5,East
3616,Widget,3535.09,North
3617,Gadget,4940.7,North
3618,Thingmajig,3121.95,South
3619,Thingmajig,3544.85,North
3620,Thingmajig,129.93,East
3621,Doohickey,4378.65,South
3622,Thingmajig,4362.23,West
3623,Doohickey,3296.4,West
3624,Widget,3647.68,North
3625,Widget,2429.79,North
3626,Doohickey,3400.35,South
3627,Doohickey,2526.82,North
3628,Gadget,990.2,East
3629,Thingmajig,2025.71,South
3630,Thingmajig,3489.89,West
3631,Doohickey,2850.15,West
3632,Doohickey,3945.16,East
3633,Doohickey,3503.75,East
3634,Thingmajig,161.43,West
3635,Gadget,604.68,West
3636,Gadget,4804.13,North
3637,Doohickey,539.23,South
3638,Doohickey,2540.62,East
3639,Gadget,2057.91,West
3640,Widget,2147.49,East
3641,Widget,3363.39,West
3642,Widget,857.12,South
3643,Doohickey,1899.23,West
3644,Widget,4495.65,North
3645,Gadget,455.37,East
3646,Doohickey,4202.92,West
3647,Gadget,2838.14,North
3648,Gadget,1517.73,West
3649,Widget,3901.46,North
3650,Doohickey,4821.26,East
3651,Doohickey,1095.33,South
3652,Gadget,817.3,North
3653,Doohickey,3530.56,South
3654,Thingmajig,1500.02,West
3655,Thingmajig,3443.84,East
3656,Widget,4850.44,South
3657,Thingmajig,256.35,West
3658,Widget,901.1,South
3659,Widget,1061.28,South
3660,Gadget,3043.96,West
3661,Thingmajig,271.1,West
3662,Thingmajig,413.03,North
3663,Gadget,2451.78,East
3664,Doohickey,333.24,South
3665,Doohickey,509.92,North
3666,Widget,3213.72,West
3667,Thingmajig,763.85,South
3668,Gadget,799.49,North
3669,Widget,1791.6,West
3670,Doohickey,4763.95,North
3671,Doohickey,2036.5,North
3672,Doohickey,1875.21,East
3673,Thingmajig,367.0,East
3674,Doohickey,3522.54,East
3675,Doohickey,1384.35,South
3676,Widget,4184.96,East
3677,Doohickey,657.3,North
3678,Gadget,166.63,North
3679,Gadget,1359.31,South
3680,Thingmajig,1882.45,North
3681,Doohickey,4997.94,North
3682,Gadget,163.24,East
3683,Thingmajig,2301.68,South
3684,Doohickey,3625.15,East
3685,Widget,4705.19,North
3686,Thingmajig,1809.44,South
3687,Gadget,2684.52,North
3688,Widget,2171.84,South
3689,Widget,3687.16,West
3690,Thingmajig,4497.6,South
3691,Doohickey,4669.42,South
3692,Thingmajig,4375.8,East
3693,Thingmajig,2908.95,South
3694,Widget,566.55,North
3695,Doohickey,104.7,North
3696,Gadget,2534.83,West
3697,Widget,4163.41,West
3698,Doohickey,4948.77,West
3699,Doohickey,1666.05,North
3700,Gadget,2911.77,South
3701,Doohickey,4853.43,East
3702,Widget,4560.1,South
3703,Doohickey,425.01,North
3704,Gadget,397.28,West
3705,Doohickey,2534.99,West
3706,Gadget,3424.36,South
3707,Widget,377.0,West
3708,Gadget,3170.39,South
3709,Gadget,3246.52,East
3710,Gadget,2722.0,South
3711,Doohickey,2089.71,North
3712,Widget,1290.55,North
3713,Doohickey,1714.28,East
3714,Thingmajig,2051.54,West
3715,Widget,4661.82,South
3716,Gadget,1539.26,East
3717,Gadget,66.96,West
